class,tweet
1, pussy pussy pussy i smell ya frum bout a mile away128564
1,
1, too many bitches is shady
1,
1, niggas aint shit but hoes with dicks
2, charlie wearing the dont tread on me flag pin every dem should show up in congress in 2015 wearing that 8230
2, once i get a cold beer in my hand there aint no mistakin who i am i cant hide my redneck side
1, shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin
1, raising asia that lil bitch could dance bruh 128514
1,
1, i love bad bitches thats my fuckin problem 128527
1, ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them
1, yo girl pussy stank this tweet stinks there is no suck thing as a faithful bitch in washin8230
2, even shoer charlie sheen your move mel gibson
1, nigga messed with the wrong bitch 128557128514 128557128557128557128557128514128514128557128557128514128514128514128514128514128514128514
1, steals your bitch
0, no you stupid redneck animal husbandry does not mean you can get hitched to your blue tick hound misty
1, big booty bitches with ass tits
1, i use the word cunt very loosely
1, currently taking over ur bitches brain with my creativity and wierdness
2, on the east coast theres colored hair everywhere this must be the sweetest wave ever
1, respect the man with vision and a gang of bitches to follow it
1, share your feelings but if iss some hoe shit keep it to yourself
1, woke up sleazy im bout to make this day my bitch
2, my chinese social media feed is in total hysteria over the onset of bird flu amp recent dead pigs in the river in shang 
1, fuck you up fucking skank ass cunt
1, huntley high school is the most retarded high school ever
1, this bitch tried to give my dick a hickey
1, 8220 am i wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room8221hell noooo128514128514128514pussy ass n8230
1, 8220 i did use to buy 2 tees n wear both dem bitches at the same time8221lame ass lol
1, 8220 im steady hearin bout these suppose to be tuff street niccas gettin fuccd n dey ass smh gay boys8221128561128561smh sad 8230
1, 128514128514128514they aint een kno i was in that bitch
1, when youre stressing over someone then realize you got hoes 128514128557128175 
1, enough with the mind fuck and pass me the fucking nachos cunt
1, if you dont give your bf head youre a lame bitch and hes probably cheating on you with a bitch the suck his shit dr8230
1, musicthatdoesntmatch these hoes aint loyal 
1, only southerners know the difference between redneck and white trash
2,
1, a hoe is cool with being unclaimed and kept on the low so that people dont call her what she is a hoe
2, gov rick scott refuses to debate charlie crist because of a small fan 
2, new avi thanks to b oreo
1, whatever no matter how many times kids fuck me over i will never become i pussy i promise you that
1, only real bitches suck dick
1, dont be 32 on here and saying all my friends and everyone i know has a baby well bitch life
1, shoutout to that niggah go follow
1, remember that one bitch ass you ate out last week
1, lmao niggah this is twitter my kenosha bitches cant be trained like my florida bitches
1, this niggah was tripping over everybody
1,
1,
1, i asked whats the definition of a preppy white girl and this niggah said starbucks
1,
1, nooo i left my papers in the basement n my niggah getting some cakes down there 
0, the way this niggah just flinched at this movie was priceless 
1, this niggah said her lips dry ass hell lmao 128514128514128514128514
1, to that cunt who said she wont ppl who use foul language because it lacks intelligence bitch let me introduce y8230
1, yung nation riot still bump that hoe
1, damn where you on house arrest at amp yup in tht bitch like 128080128131128527
1, 8220 all yall bitches corny lol8221
1, lol the thirst be so real on dis bitch 128514
1, well i just got conformation that is your body count is five or above its high and you a hoe 128514128514128514
1, 8220 iont like yall always talking not even tryna be funny thou rns8221128514128514128514128514 bitch i do8230
1, 9 10 now youre having my twins 7 8 get that pussy ate you 128298 
1, we all know dumb bitches like this 
1, multi till i die bitch believe that
2, feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly8230
1, cant turn a hoe into a housewife
1, im trynna find me a wifey type not a hoe type
1, 8220 i want subway cookies8221 dem bitches do sound good rn128514128551
1,
1, you can definitely tell whos a whore by what bitches wear when its slightly warm out 1285819995128567
1, if i was to really be straight bold bitches will hate me man
1, youre a little bitch and im straight up rude
1,
1, a mexican bitch better win the crown nuestrabellezalatina
1, 128553 dawg 8220 pet peeve is finding out a cute guy has hoes i automatically lose interest i dont compete8221
2, chest tattoos on females are trash 
1, lol imma sta handing out guides amp manuals cause you bitches wanna be me so bad 1285141285539995128129
1,
1, some of yall hoes can spend 300 on bundles have a mk purse with a matching wallet have your nails done but dont ev8230
1, 1 good girl is woh 1000 bitches amp people still fail to realize that
1,
1, i let these bitches talk thats just free promotion 128079
1, the streets aint going no where these hoes for everybody when you got someone real you hold on to them
1, you dont want to play csgo youre a bitch no i wont play fucking league of legends that game is shit i8230
1, its funny when sluts say u just mad cause im 100 real its like no bitch swerve cuz u actually about 65 water gtfo
1, u a 10 on the ph scale maybe cause you basic hoe
1, ugly bitch prolly so cockeyed she lookin at the dick and balls up close at the same time while suckin at the same time
2, whos to blame for the yankees underperformance this year the umps management the ebola outbreakhow bout the player8230
1, when you realize you got no hoes 
1, smoke wit a bitch in nap and let her play music i bet 100 she turn on boosie or some slow shit 128530 real shit
1, and fell in love with pussy he never even got
1, i be like 128663_____________128659 fuck here come the 5o __128663______128659__ be cool son ___128663128659_____ man fuck ___128659___128663____ bitch ass 8230
1, i bitch about unnecessary things lol
1,
1, why is arizona hot as hell and then literally 5 minutes later its fuckin hurricane katrina up in this bitch
1, i was head first every time for you but now im pussy128533
1, fck all you hoes catch a grip
1, 8220 damn babe 128557 sike forever fucking with basic bitches 1285148221 128514128514
1, had a crush on a bitch with a man i tried to show her that i could treat her better but i never had no luck
1, dick will have bitches selling their own mothers soul inconsistent dick at that dick that they know isnt staying
1, yall virgo bitches gotta chill thinking yall beyonc232 128514128514128514
1, 8220 wtf 128553128552128552 8220 he peed on this bitch ill cut his shit
1, these hoes aint loyal
1, i sent that bitch a smiley face bitches love smiley faces 128515
1, if u aint never had a pregnancy scare your pussy trash ladies professorav
1, fuck half the bitches at mount rainier 5838658386 i only fucks wit a few
1, if you know he has a girlfriend dont be that little bitch respect it and move on
1, you put my number on blocklist how can i stop this conve them mfs ill make all them hoes topless 128548128298
1, if rather fukk a bitch dat fukks eryday den fukk dat bitch who try to hol n be a cold whore n da sheets i cnt een look at 8230
1, hoes tweets be like put that dick in my throat i wont choke then when you ask them about it they say its a song hoe wh8230
1, because theyre all fucking two years old acting like i wont mind being tagged bitch i will violate you
1,
1, dont want a good girl hoes is his choice
1, she a hoe yearround yeezy taught me
1, if a bitch says eeeeeee she a hoe
1, miley cyrus macklemore amp adam levine all got together n were like lets gets the most retarded fucking hair cuts ever
1, approach yo bitch like 
1, ppl from the uk go dumb hard when they curse they be like you shitting cunt i be like dam cunts cant shit
1, fuck you dude talk shit to my friend i will beat your ass bitch
1, nah these bitches up harbor city 
1, gabbys a bitch amp made jackie make the tea packet first
1, gabbys a bitch amp turned on my xbox with her nasty foot
1, who let gabby get drunk off of her ass give that bitch breadbitches love bread
1, fuck a bitch and think of me
1, just a bunch of rednecks hammered for three straight days
1, building a dresser really makes me crave an ice cold glass of pussy am i right dudes
0, youre a fucking queer
2, the trash generation
2, where are all the thinkpieces on why kids call themselves trash and garbage these days
1, you need to at least not be a bitch 127 to date me
1, i immediately become the biggest bitch when im sick like i just need to be taken care of lmao
1, there no such thing as too much pussy 
1, all i ever asked for was patience patience amp pussy but mostly patience
1, you cant question snoop dogg he a og he told us not to love these hoes
1, full retard nar blaming slow april sales on winter weather
2, from a tdd pov linux is just a mock for the kernel of the gnuhurd system
2, if youre gonna trash talk my piercings dont say it in front of my best friends 128514128514128514128514
1, eloquently stated 8220 god i hate tom coughlin ol ass fuckboy ass geriatric ass pussy ass bitch8221
1, and pass that bitch 
1, if one of your followers sell pussy but hop on twitter like they got all the morals and class
1, if you fucked a bitch that fucked every nigga in your state
1, to spam this bitch ass nigga migos 
2, what got me into baseball well only a couple more days till all these legends will be retired core4 yankees 
0, commence carpet bombing all iraq soldiers in this video executed by jihadis from tunis 
1, you pussy whipped for only following tho 
1,
0,in your own shit now pussy what a joke youd end up just like all the rest no show chicken shit mother fucker
1, if you agree nohkorea says barackobama looks like a monkey who belongs in an african zoo rofl 
2, thank you captain itll never be the same jeter2 
1,raaaayciss bitch 8220 michelle obama africanamericans should vote for democrats via 8221
1,rack city bitch 
1,raised round real niccas no decoy
1,rallys sound good af but ion have no hoes so we cant take that ride 128530
1,rambo bout to flex on these hoes
2,rams too lakers as a whole is trash jordan hill is trash play davis and randle more
1,ran here from my house too im kinda retarded lol
1,rand went full retard some time ago 8220 isnt playing the game hes just retarded 
1,rap bitches prolly scared of remy ma lol
1,rape a ho ben lol
1,ratchet lol ass lol bitch
0,raunchy ass hoe
1,raunchy ass to pussy action with sakurako offering up her holes for160use 
2,ravioli stuffed wit lobster nd a nice stuffed clam eating bettehanamobster 
1,ray rice bitch
1,ray rice is a bitch amp his wife is stupid for staying by his side
1,ray rice had that bitch of the xans and the lean all in one punch
2,re alexander skarsgard my roommate has declared hes a sexy albino lizard i dont know how thats sexy but it kinda is
2,reaaallly wish i had more milk for oreos lol
1,reading the ut sexual assault case takes me back 2 collegeill never forget d walk would say dont run trains on them hoesstraight trouble
1,ready to bounce out dis bitch
2,ready to go get my fried oreos
1,real niggas and bad bitches have 2 things in common youre both ignorant as fuck amp neither of you know that youre kings and queens
2,real basketball players get disappointed when they throw something in the trash can and miss
1,real bitches who really hungry wont be out here arguing with bitches on twitter straight flexin
1,real love hard to find when these bitches try to fake it with me
1,
1,real nigga need a real bitch just somebody i can chill with12810710084
1,real niggas let real bitches come 128070
1,real niggas let real bitches cum first 128540
1,
1,real niggas treat me with respect and youre a pussy nigga
1,real nigs uck with me and i dont give a uck who dont
1,real shit now if the bitch want some grapes or something thats different
1,real shit i love eating pussy
1,real talk i really aint fully trusted a bitch since instagram and twitter became popular
2,real talk not being byes or nothin the whole nfc south glad bag trash this year none of the teams have a chance making it to the playoffs
1,really barnicle oj or anthony weiner mj is a clown show for teabaggers and the rich come on msnbc do you want good ratings morningjoe
1,really aint nuttin to cut that bitch off
1,
1,really bitch no
2,really craving my arroz con pollo y habichuelas right now
2,really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke
1,really wanna go biking downtown the current lack of sunglasses not cool not happy prepare the bitch face
1,really 3 hours to find paper work is retarded tarrant county cous suck wasteoftime
2,
1,reathie phone jumping out the gym finna cut this bitch off
1,reathie scared thenna bitch
1,receipts i still remember that time lawrence left me a vile voice mail he was angry called me a ho and everything lol
1,red sox fans bitch the loudest about right field their hitters exempt from hitting them out too yankees yankeestadium
1,red bitch with me dark skin friend callin talkin bout come and get me
1,ref finally calls it when its an arm ball but those hoes didnt count the hand ball in the mexico game k yesiamstillsalty
2,regular joes rockin tha boat thats us redneck yacht clubbb9728127926
1,reina yoshii in cock blowing threesome with her hairy pussy teasing160cock 
2,remember that fear is there to guide you not cripple you
1,remember when i said uchiha8217s are faggots this week sasuke reaffirms that with flying colors
1,remember when i told yall bout my coworker not lookin out a couple weeks back karmas a hoe got his ass
1,remember when i would spank everyone in meme wars because i do faggots
1,remember when black girls out numbers in front of shit im 9 hungry you 7 stupid hoe
1,reminiscin on my swinger days when i drove a caddy and my bitch spoed a finger wave
1,repeat after me where my bitches
2,republicans arent the only racist in america we have racist democrats too but dont play the token negro card 
2,rescue elephant calf 8216nunai8217 looking fuzzy at the international fund for animal welfare rehabilitati 
1,retweet to spam this faggot dick going 128070
2,rev charlie rangel what unions stand for are 8220spiritual damn things82218230 like inflatable rats 
2,review the yanks are coming a military history of the united states in world war i via 
2,rewrite tinker with its official language regarding samesex relationships divorce remarriage etc but nothing is set in stone at all
1,rick is not a bitch thewalkingdead
1,ricky is such a bitch when it comes to girls128530
1,riding in that ooo bitch its nasty
1,riding my quad with this bitch 128540 
1,riding wit my old dude dis nicca bangin freshprince summeime 1285141285141285631285331285599995
1,rihanna just slaying any bitch 128525128525
1,rihanna must got the holy grail of pussy 128514
1,rihannas favorite thing about white house visits my president being black solidarity poking whiteynot wise
1,rikanya ltltlt 128557 get this bitch out my dm
1,rise up gonna get higher and higher its all hips and nips otherwise i aint eating
1,roll that weed bitch shake that ass hoe
1,roll tide bitches
0,roman catholics in the us are trash they give catholics in europe a bad name
1,roman on gta iv is a pussy
1,ronnie radkes a fucking fag fronz owns his ass
1,
1,rosco would get jealous though he a bitch
2,rose colored glasses only you guys wvnextin6
2,roseanne really bums me out the show and the woman on that note its time to chug some zzzquil
0,roses be red orchids be bigger donts tell yo daddy you fuckin a nigger vddie
1,ross a bitch for not responding
1,ross got amber rose naked these hoes aint loyal wiz
1,ross text me back you twat
2,rotherdam rapejihad coverup young girls sacrificed on altar of political correctness in favor pf paki pedo gangs 
1,round 3 on you hoes chitown sb2014 
1,rows for the hoes curls for the girls planks for the skanks deep cuts for the sluts quads for the broads no pecs no sex
1,roy hibbe so trash its unbelievable
1, 8220 stop being a hoe sheesh 8220 i want 3 boys82218221
1, 8220 when i see you walk up i think hoe8221
1, for a hdm everybody 128514128514128514128514 block bitches too
2,
2,rudy throws fastballs near charlie8217s chinno sweat crist ducking giuliani campaign politics in florida dog 
1,rule number one never pursue a bitch from da ova side
1,rule number two dont trust nobody especially a bitch with a hookers body
1,ruley a bitch ry
1,run in ya spot smash ya hoe fuck on ya couch
1,run it in her pussy like a crash dummy
1,run it up first these hoes come later999665039
1,run out with the baldhead bitch thing
1,run that nigga you dont want that nigga but i need a bad bitch thats hotter than me
1,runnin so much game i fuck around amp lap a bitch
1,running dangerously low on cigarettes these bitches better last me till monday or tuesday
2,russel main had a miserable season but is quietly having a good september yankees bluejays mlb
1,russian roulette that hoe
1,rusty hoe to bumpin 2 me needdaname 
1,so for keeping me sane when im a cunt
1,so to all the hoes waiting up for that goodnight text bitch please that nigga dont love you
1,so the young bitches amp females 128514
1,so to flowing wells varsity soccer tomorrow yall are playing ironwood kick their asses im pretty sure this fag is playing 
1,so to my luus these are down bitches dont fuck with them
0,so to my favorite nigger to work on the plantation just remember next time ask for the watermelon dont steal it
1,so to the fine bitch at walma just now melted me at the ankles 0_0
1,so to this hoe tonight ol hating ass 
1,so that real bitch
1,so to dat bitch ass nigga in alabama who wanna kill me goodlucc
1,so to my ace boon one of the few of the real girls on campus youmynigga
2,so to my mom came home to tacos and brownies 978665039128523
1,
1,so to the homie niggah stay making bomb food when we high af
1,see i told yall nikko was holding her ass up that bitch aint got no upper body strength
1,send yall bitch asses fishing with us we aint beat san antonio all season i dont wanna play them nigguhs straightup
1,shit i want a bitch so bad that id eat her in front of her kids128553
0,sir please go text your mexican bitch because im not finna deal witcho childish ass 128514
1,smh maybe they dont wanna be actual whores if you have wet pussy you shouldnt have a dry purse
2,
2,somebody please bring out of my hotel room and hire me for something realgt i work hard for somebody throwing me in the trash iwantout
1,soo guys those tweets are bullshit be you and if the bitch is to stupid what she wants then she not stupid its that she doesnt want u
0,stfu boris fagjo cause he a faggot makes sense now right bran prolly real nuuring lol
1,stop texting these hoes good morning
1,swag 8220 bitch im serious 
1,sad that girls look up to kim so much like damn she got famous from being a hoe and making sex tapes we need to find better role models
1,sadboy bitch we worldwidee
1,
1,sakurako legs spread wide as she takes a big cock deep in her160twat 
2,saltine crackers for dinner lol sad lyfe
1,salute 128221 spit on my chest like a nasty bitch
1,
1,sam is hands down easily no doubt in a million years my least favorite character such a little bitch freaksandgeeks
1,sam is such a bitch ronnie got in a fight because of you 128530
1,same bitches they be all in my face bout how they couldnt do it be the same bitches all on his dick 128530
1,same hoe said i couldnt get it tryna kick it
1,same hoes with they ass out tonight gonna be singing jesus loves me in the morning
1,same niccas tryna be around me the same niccas that used to down me
1,same people bitchin about jetpacks and shit in aw are counting down the days until it comes out buncha fags
0,same reason u look like anthony davis with them eyebrows why the fuck do niggers act so different when girls are arounds
1,same shit but your bm tho if my ex wanna go fuck my enemy may god be with her aint my hoe no more
1,same that was back when i found myself listening to mad real hip hop zero bitches in sight
2,
1,savage can fuck right off shiy cunt
2,saw 5 pick up a dime off the floor with her toes apparently my monkey toes gene is strong with that one
1,saw a vine of kobe calling dwight howard you a bitch ass nigga
2,saw brownies on the kitchen counter bit into one and immediately a surge of pain and spice hit my tongue chili flakes eff you brian
1,saw my dog humpin this female dog the other day now the female is waiting outside my door for a quick hook up my dog gets bitches
1,saw this bad bitch today 128539 
1,saw this little freshman ho with what looked like spiked dog collar stupidest shit ever so everytime i saw her i said so sexy lmao
1,saw three grown men on a motorcycle amp that bitch was barely moving lmao what the hell
1,say im wrong but i can treat that pussy right
1,say it again alotta you bitches standards are niggas that8217s outta yall league
1,say it to me when i confront you pussy fuck
1,say its all about the hoes when its all about ou even when im with my hoes i tell em all about you
1,say my fuccn name hoe
1,
1,say what ya want but if im single and i have the oppounity to have a dick in my ass and pussy at the same time ima take it
1,say what you want about but that bitch has pipes
1,say you love that bitch so much ill kill yo ass in front of her
1,say you love that bitch so much ill kill you right in front of her
1,saya natsukawa gets her pussy fucked and licked by two horny160japaneses 
0,scandal a negro bed wenchs fairytale and propaganda via a must see for hebrew daughters of zion
1,scary bitches on twitter never the nigga the have a crush on always on some oomf shit
2,school schoo scho sch sc s st sta stay stay h stay ho stay hom stay home
1,school ghetto as fuck 
1,school sucks more dick than the hoes who attend it
1,scientists have recently discovered that bitches do in fact be trippin
2,scott brooks finds new ways to flip me the bird each game i know its the right move but idontcare kdstreak imsad
1,scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend128299128298 ill kill you bitch 128545
1,scrappy got the hoes 128056974965039 its 3 of em on stage i wonder how many in the audience
1,scrappy mom run all his bitches away
1,screaming like a lil bitch 128514
1,screaming money over hoes nigga you aint fuck shit
1,
1,search the terms obama and twinkie and get a bunch of people rehashing the same handful of jokes while having no idea why hostess failed
1,
0,seattle mayoral election this year a choice between a bunch of women nonwhites and faggotsfag lovers 
2,sebastian is high on cat nip rn
1,second time these gentrified bitches got on my nerves this morning
1,secondary playing like hoes
1,seconds from the end whats it gonna be pull the trigger bitch
1,seconds from the end whats it gonna be pull the trigger bitch
1,see 128064 ima stop 10060128282 getting on this here twitter arguing with you hoes128078128078stupidity is a trait that i 975765039dont not fuck with 128680128679
1,see bitches ruin spos kobe dont play no damn football either you was looking to be mentioned for stupidity or ya momma a hoe or both
2,see me ride out of that sunset on your colored tv screen tnt acdc
1,see my nig today somebody who understands the music like me 
1,see niggas they be mad and all these hoes go 128584
2,see the jumbotron that8217s where the jig is
1,see two of his bitches in the cluuuuub 8220 what he do for a living 
1,see when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin
1,see why these pussies need their guns 
1,see you fags in 8 hours
1,see you on the tron side bitches
0,seegt its a fine linegt killing faggots doesnt change the source of their creation which is stupid people overbreedinggt periodgt
1,see he already know he a faggot lmao
2,seeing another baseball team just makes me wanna book my trip right now
1,seeing elder queer couples marry really is emotional they get to live their final years with equality and with dignity
1,seeing so many basic bitches rn
0,seeing ugly bitches get pregnant lets me know that nigga swill fuck anything with a pussy alcohol is no longer the excuse you was pressed
0,seem like da colored folk be gettin in da way lately i just sayin
1,seen glo eat a twat on stage watching that shit and get eaten in the middle of a populated concourse if i aint mistaken
1,seen it all before bitch got a man but she scheming on the low 128564
1,
2,
0,senator is an anchor baby go back from where you came natural born canadian
1,send me an emojii and ill tweet why your a pussy 
1,send that bitch a smiley face bitches love smiley faces 
1,sendin the link to wishy washy to my old hoes
1,senior privileges bitch
2,sent ideas in to voem they only seem to wanna hold testingdrills in nice weather we need to run mock incidents in bad weather night
2,serious question here how many country songs mention honkey tonks
1,serious question what do white boys pull up on bitches bumpin
1,seriously if youre living at someones place for free the least you could do is help keep it clean ratchet lazy hoe
2,seriously reading thriller like books spook me more than most horror movies bookgeek
1,seriously retarded is a really funny word
1,sesh with my nwords say it like a white kid yes my kush is betta than yours u are a whore so please kill yo self fool bitch ass
1,sessys a bitch but is a real homie unlike gabby
1,
2,sewing is also a requirement to be an isis jihadi girl keep the mens clothes presentable isisfeminism 
1,sex should be a reward in a relationship nigga has never done anything for you whatsoever yet you still give him the pussysmh
1,sex with whoever i want whenever i want nah my girl give me good pussy all the time
1,sexy japanese slut fingers and toys her pussy on the steps squiing her juice all160over 
1,sexy ass yellow bone
1,sexy bitch lame nigguh
1,sgp still in bitches dms
1,sht if k michelle was apa of baltimore twitter shed be one of them hoes saying shes celibate smh
2,shades of eric chavezs past gold glove yankees oakland
1,shantrell tryna fight bitches in da clinic n shut 128514128514 she wanna wait til uh bitch sick to try to bump 128514128514128128
1,shara fuck you in ya pussy you know what i meant mf
1,sharkeisha isnt dead youre all retarded lop
1,shaved pussy ho gets serious anal sex160here 
1,shawty pussy wet the dope drippn wet 128166
2,she may be dumb as a stump but even sarah mocks obama 
1,she a bad bitch period but she didnt have to get these big ass implants 128514 fucc 
1,she a bird for that shit was disrespectful then ran outside n left her man to get bossed on
1,she a diy bitch and i dotn have a doubt
1,she a dyke if one side of her head is faded out
1,she a hoe cause your boyfriend want her she scary cause she dont talk shit like yall she ugly cause you dont like her grow up
1,she a true boss bitch i respect her
1,she actin b00gie around u cuz she used to them things u cant supply fuckin wit meecuz mrhe aint shit be the first to take a niqqa bitch
1,she actin like a hoe i dont want her id rather just smoke my marijuana
1,she be on some real shit n stay on some chill shit besides all my niccas the only one i can chill wit
1,she be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off
1,she been a hoe all summer but soon as the fall weather hit shell probably forget about all that and be a good girl again thats the cycle
1,she bet not put me on her gram i got bitches on the gram
1,she bitch goddess thinks she owns new york wait lameapocalypses
1,she burned that bitch
1,she cares tho appreciate her lol a trolling bitch is a lonely bitch
1,she come to visit and the pussy too good she gotta move to the city within 3 months after yall first fuck or it aint gon work
1,
1,she dont wanna fuck me she wanna fuck my wrist tell her like young dro fuck dat bitch
1,she even had a hoe name
1,she feelin a young niggah
1,she fuck with me cause i aint no bitch 
1,
1,she get a bunch of money spend it all on drugs mobbin with her bitches never fall in love 128128128168128139
1,she give away that pussy like loose change
1,she gon look over these bitches like terms and conditions
1,she gonna pop that pussy for a real niggaa
1,she got arrested for domestic violence against him ugh bitch _
1,she got ass this bitch got hips this bitch got thighs this bitch here fine this bitch here bad she all the way live
0,
1,she got me like fuck that bitch
2,she has zebra tights in her take home bag me and my mom are just 128525
1,she in the mall she balling bitch buy something for me
1,she is not a whore she a ho
1,she just wanna run around the city and make memories that she can barely remember and id allow her talk about pussy power
1,she just want her pussy ate she aint gon text u back afterwards who wants to hang out128069
1,she kept whispering in my ear jasmin you are so damn finei said bitch jasmin is over there
1,she know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec 
1,she know that im that niggah
1,she like bitch you know i got next yasss 
1,she like to argue so i sent dat bitch to law school
1,she make me wanna take things slow but i cant even trust a hoe
1,she must not know i got over 3000 followers breh this bitch gotta get the fuck up outta this vip section dawg she decreasing my value
1,she reps that o13 yeah only the baddest of bitches 1x
1,she said aye whass hannin lil bitch lol
1,she said pop can u make it rain i said bitch im a water bearer i bring da flood ill make you drown
1,she said she dont like the fact that i smoke cigarettes well sorry mrsladybitch i dont like the fact that youre a hoe
1,she said to bring a bitch of mine 128514done 128514128514128514
1,she say her pussy hairy i wana see 128047128064128064128064128064
1,she say she can do that same thing as 5 bitches 
1,she say she want a nigga like me but that bitch mad cause she cant be my wifey
1,she say that she was married well so is me she say her pussy hairy 128570128570 i wanna see 128574128064
1,she says i act different she thinks that its them bad bitches naw babe its just you and the thought of you being my misses
1,she sent me one back but i aint even read it cause pussys only pussy and i get it when i need it
1,she sharing her hoe she know though at least i hope she do lmao
2,she sounded like a bird crowing
1,she suckin on my dick cuz im a pretty bitch
1,she talkin shit that bitch look like a linebacker messinwithsasquach
1,she the reason im quick to dip out on a bitch
1,she think she bad but my bitch meaner
1,she threw that pussy in a circle i wanted her to throw it in a pentagon tho
1,she told me that she love me i looked at and said bitch stop
1,she told me trust no bitches 128581 and watch yo homies 128530128064
2,she trash tho
1,she tried to get you to rob the wop but now the bitch in critical
2,she unfollowed me after i said i cried watching dawn of the apes lmaooooooo
1,she used to fuck wit aap too shosaid he know that bitch from way back
1,she wanna talk shit but then have a friendship fuck you bitch and i hope u offended
1,she was like ima need you to write a statement bitch write yourself a diet its always the old people trying to snitch bitch
1,she wonder why im into her when all these hoes be into me
1,she8217s the key to world peace hippo is such a pussy magnet gawd
1,shes a dumb bitch shouldve just said no extra shit unnecessary 8220 lol relationship goals 
1,shes aint being a bitch shes just tired of your bullshit her attitude towards you is based upon how you treat her
2,shes definitely a kardashian bird 
2,shes just mad cuz her big toe looks like an angry bird haha
2,sheehey back door cuts still go un guarded iu hoosierhoops hoosiers
0,sheeple just like 128073oh those racist sexist teabaggerswho just elected these two old white men 
1,shiiiit drops you a couple extra dollars on that hoe get her a brazilian gotsta spend money to make money
1,shine on them hoes
1,shine on them hoes let em know that you run shit 
1,shine on them hoes let em know you run shit 
1,shirley temple was a bad bitch when she was my age as well
1,shit i have stalkers and obsessed bitches and crazy ex bitches after me my life is wonderful
1,shit is fucking retarded no one wants to see this shit
1,
1,shit that seth says its fatter than my cunt
1,shit where the gay bitches at come be witcha girl tonight 128527128069128166128523
1,shittin on all my old hoes
1,shoot dat nigga n his shordy bitch
1,shoot dice let yo hoe fade me
1,shoot out wit yo niccas you da type to throw da pistol 128588
1,shoot that nigga amp his shoy bitch 128143128299
0,shoot that nigga an his shoy bitch 
1,shoot you and your shoy bitch
2,sho answer yes sage grouse rebellion will obama use two small birds to limit oil drilling in the west 
1,shot out to my main bitches and my side bitches128526
2,should oscar go to or computer that turned him into an ape nothe computerscience major movie
2,should i be worried that a lady behind my building is talking to a crow
1,should i expect good pussy or good but not good for you pussy from a tampico drinker
2,should i take a nap though too kill a mocking bird or nah
1,should i tell this hoe who she look like cdfuuu
1,shoulda put retard mikey on ahs freakshow
1,shouldnt be living stank pussy should never be ate
1,shout out to babes love that bitch 128536128073128076
1,shout out to everyone that puts up with my retarded ass i appreciate it
1,shout out to you ungrateful inconsiderate bitches im taking this shot for you yea you 128521128536
1,shoutout to brooklyn and this 347gal gas on my way to atlantic to mess with ghetto girls working at target now
1,shoutout that real bitch
1,shoutout to my mamma cause she aint raise no hoe
1,shoutout to this bitch for unfollowing me like i didnt noticed you like my pics just to unlike them8230 
1,shoutouts to my main bitches amp my side bitchess 9994
1,shouts out to all my goth bitches
1,shouts out to my down ass bitches who never give a nigga a hard time
1,show last night was badass thanks to everyone who came out if you didnt come out youre a retard unless you were at cock sparrer
1,shower rod that hoe 
1,shreks on bitches
1,shrug maybe its a canadian bitch thing
1,shut the fuck up and quit being such a pussy hahahah
1,shut the fuck up you fucking cunt
1,shut the fuck up i sent my sister a picture of a mini brownie and she was like is that a shroom like i wish 128514128514128514
2,shut up birds its bed time
1,shut up bitch i wasnt gonna roast
1,shut up bitch swallow
1,shut up bitch you beat off to your sister
1,shut up bitch im trying to sleep 128530
0,
1,
1,shut yo new year new me lookin ass up bitch 5838658386
1,shut yo mesquito lookin ass up poped bitch
1,shutup faggot to fumble took them a while8220
2,
1,shy glizzy sound dumb as shit you know nothing bout medellin
2,shy singer surprises and melts simons hea this was so damn beautiful i almost cried
2,shylock amp wongs 3 incidents of democrat bigotry in 3 weeks media mum via 
2,shylock amp wongs 3 incidents of democrat bigotry in 3 weeks media mum via 
1,shyt b pissing me off ugh i cannot stand bitches like that smh
1,shyyyyyt 12 hours aint no hoe 171 this fulltime12hr plus oveime and benefits sounds real good to me187
1,sick of hearing ap kids bitch about their oh so poor 42 gpa no one cares
0,sick of your coon antics accuracy 8220henny gt water8221 128128128128128128
1,side bitches are basically new relationships staedan addition to the problems you already have with your primary woman
1,side hoes need rounds too they always play stupid hoe song back to back
2,sierra almost got caught with the ole hick 128514128514128514
2,sighs of relief from beijing guoan fans amp chinas govt as club nips japanese rival 21 in tense match football 
1,
1,silly bitch shit never sleeps huh
1,simple minded hoe
1,simply cani deal with a confrontation so i just back away when cunts get aw nasty towards me changed a lot in the past few years tbh
2,sinai jihadi group beheads 3 accused of being spies of the jews via 
1,since a lot of you lil bitches wanted to add the 5h hashtag into all my tweets ill do that shit back vote5sos
1,since a youngin bitch we been them niggas
