text,hate label,hashtags,source,user_created,user_friends,user_favourites,is_retweet
indigenous prison rates can fall fast here is the proof raisetheage blacklivesmatter via,1,['BlackLivesMatter'],Twitter Web App,10-10-2010 08:41,1737,22943,False
hmm i accept that some cops might be over zealous but in my view black on black killing,1,"['나는_샘_오취리와_연대합니다', 'I_Stand_with_Sam_Okyere', 'BlackLivesMatter']",Twitter for iPhone,30-05-2019 08:30,884,2358,False
wait let me get this right in your mind farmer afrikaner so to you south africans who rightly say,1,"['DefendPDX', 'portlandprotests', 'pdxprotest', 'blacklivesmatter']",Twitter for iPhone,26-03-2014 19:29,204,8845,False
he kicked in her door and rapped her bashed her head in then light the house on fire and burnt her son a,1,"['nonbinary', 'BlackLivesMatter']",Twitter for Android,29-02-2020 20:54,241,877,False
is alm alllivesmatter racist no it is not at all it is a way to support black people whites and many others without,1,['BlackLivesMatter'],Twitter for iPad,31-10-2010 01:20,240,45843,False
people really trying to get sam deported i have no fucking words 나는_샘_오취리와_연대합니다 i_stand_with_sam_okyere blacklivesmatter,1,['BlackLivesMatter'],Twitter for iPhone,22-08-2009 18:02,266,1616,False
where is the uprising over this it is because blacklivesmatter is only important when it is a white cop doing it,1,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter for Android,09-05-2016 17:43,280,99186,False
i never got how the statue of an elk was related to blacklivesmatter antifa i get t,1,['BlackLivesMatter'],Twitter for Android,30-12-2019 18:50,967,5165,False
these animal videos are cute and cuddly i wonder why we cannot be as caring towards e,1,['BLM'],Twitter for iPhone,04-08-2014 01:05,1237,67778,False
hey hey hey fat lives matter fat albert unisex heavy cotton tee cosby fatalbert 80s blm,1,['BlackLivesMatter'],Twitter for Android,27-12-2017 20:42,976,59635,False
raceinamerica if graffiti and destroying symblos of oppression in protest is wrong then they should stop te,1,"['BlackLivesMatter', 'Portland']",Twitter for Android,24-04-2019 09:43,431,27240,False
every time blm takes to the streets we end up with more dead blacks ever,1,"['나는_샘_오취리와_연대합니다', 'I_Stand_with_Sam_Okyere', 'BlackLivesMatter']",Twitter for iPhone,23-01-2018 20:40,992,34256,False
it is all fake all of it nasa taxes history we have been duped by the jews the children of satan our gover,1,['BlackLivesMatter'],Twitter for iPad,21-12-2012 03:03,546,107391,False
here we go again your darling blm are not better than your antifa terrorist,1,"['portlandprotests', 'pdxprotests']",Twitter Web App,20-07-2020 07:11,85,69,False
blacklivesmatter gestapotrump defund the satanic unconstitutional war machine https,1,"['kendrickjohnson', 'justiceforkendrickjohnson', 'BlackLivesMatter']",Twitter for iPhone,28-06-2009 00:37,3662,70755,False
a first look at the court for 2020 blacklivesmatter sayhername justiceforbreonnataylor,1,"['HBDMaheshBabu', 'TwitterBestFandom', 'BlackLivesMatter']",Twitter for Android,07-08-2019 06:45,290,15077,False
reposted on my fb page hate speech blacklivesmatter it since 2014 i kept shooting reposting some racist post of,1,"['terrorism', 'AntifaDomesticTerrorists']",Twitter for iPhone,19-11-2015 02:21,1678,16059,False
man does not have authority over man man only has authority over himself pnw trump biden harris government,1,"['fuckblm', 'BlackLivesMatter', 'BLM', 'fucktrump']",Twitter for Android,04-05-2020 07:39,161,1790,False
how did blacklivesmatter become about lgbtq when blacks really really are not about that we are conservative we do not,1,['BlackLivesMatter'],Twitter for Android,11-03-2020 13:46,528,30220,False
dear the owen jones can you spot the difference blacklivesmatter,1,['BlackLivesMatter'],Twitter for iPhone,23-12-2018 01:09,28,767,False
blm not for billgates melindagates depopulation of africa by vaccines and familyplanning https,1,['BlackLivesMatter'],Twitter for Android,03-08-2020 03:21,285,1135,False
when one part of the body suffers all the parts suffer with it 1 cor 12 26 blacklivesmatter,1,"['MeToo', 'BLM']",Twitter for iPhone,08-07-2020 23:21,111,161,False
an epitome of hypocricy because you create a generation doubtful of the holocaust see wilhelm ii in cologne,1,['BlackLivesMatter'],Twitter Web App,07-03-2011 03:24,1987,23539,False
come on ok show me evidence of irish gangs running a muck up down the,1,['BLM'],Twitter for iPhone,11-05-2010 11:46,276,94027,False
the blacklivesmatter matter movement has rekindled a pan african moment when african nations have called the unite,1,['BLM'],Twitter for iPhone,05-05-2016 21:56,3004,102247,False
nuff said antifa blacklivesmatter democrats communism,1,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter Web App,15-01-2020 16:37,197,5366,False
hey blm say his name black trump supporter killed execution style in milwaukee,1,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter for iPhone,26-07-2014 21:09,1132,10687,False
another hate crime by an outstanding degenerate blm blmdomesticterrorists blmfascism alllivesmatter,1,['BlackLivesMatter'],Twitter for Android,12-07-2019 16:59,59,94,False
if butler can accuse the whole of the met police force as being racists can i accuse the blm movement as racist t,1,"['sanlouisobispo', 'freetianna', 'tiannaarata', 'blm']",Twitter for iPhone,26-11-2017 22:23,3597,47622,False
,1,['PunIntended'],Twitter Web App,20-05-2013 02:08,1283,6200,False
so is this right the whole of the equality and human rights commission s board is white apart fr,1,['BlackLivesMatter'],Twitter Web App,22-03-2008 04:38,9891,182883,False
coming to a city near you the liberal agenda just peaceful protesters doing what the,1,"['cdnpoli', 'BlackLivesMatter']",Twitter for Android,01-09-2013 17:17,323,1965,False
and your point is what to uphold support further racism institutionalracism blacklivesmatter,1,['PortlandPolice'],Twitter Web App,24-03-2009 03:31,702,41363,False
blacklivesmatter are anti semitic anti police and anti capitalism the fact that you support them,1,['BlackLivesMatter'],Twitter for iPad,31-10-2010 01:20,240,45843,False
why even bother blm are commie slugs any sport sportsman that pays homage to it should wither on the vine,1,['BlackLivesMatter'],Twitter for iPhone,08-02-2012 17:10,778,128,False
no masks no distancing no respect and blatant racism against blacklivesmatter protests jesus would have joined in the frontlines,1,['BlackLivesMatter'],Twitter for iPhone,24-10-2012 21:01,851,1790,False
best investigation into why the killers of breonnataylor have not been arrested yet mayor greg fischer calls her,1,['BlackLivesMatter'],Twitter for iPhone,31-08-2014 14:17,214,3928,False
she takes her babysteps backwardsinhighheels evengodthisfemaleisnotyetrated femalecrew foryourconsiderat,1,['BlackLivesMatter'],Twitter for Android,29-02-2020 20:54,241,877,False
have a good day freepalestine blacklivesmatter freeuyghurs,1,['DawnButler'],Twitter Web App,07-04-2010 21:02,936,3214,False
i am not politically correct i am unapologetically black blacklivesmatter,1,['BlackLivesMatter'],Twitter for iPhone,24-10-2012 21:01,851,1790,False
he is a citizen how are you going to try and deport a citizen 나는_샘_오취리와_연대합니다 i_stand_with_sam_okyere blacklivesmatter,1,"['Lebanon', 'Belarus', 'USA']",Twitter for iPhone,02-08-2009 01:32,5715,57099,False
a true revolution means a change in political power blacklivesmatter,1,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter for Android,03-06-2020 10:02,986,6466,False
hefty fines for black teens playing basketball white teenagers playing later on the same court went unpunished by,1,['Israel'],Twitter for iPhone,04-09-2009 03:51,424,32553,False
the kind of news i love waking up to marvel blm feminism,1,['BLM'],Twitter Web App,20-05-2015 00:35,331,38388,False
justice for breonna taylor official breewayy justiceforbreonnataylor blacklivesmatter,1,['BlackLivesMatter'],njcccZF,14-07-2017 03:14,82,49,False
8 9 1883 b daisy lampkin af am civil rights activist suffragist community leader president of the lucy stone,1,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter for iPhone,14-07-2017 18:47,699,8019,False
tell the to dropthecops i am a proud union shopsteward under and i urge all unions to speak up in defen,1,['BlackLivesMatter'],njcccZF,14-07-2017 03:14,82,49,False
,1,['BLM'],Twitter Web App,08-09-2015 12:01,692,1969,False
wait he was charged with modern day slavery say it is not so blacklivesmatter,1,['PortlandPolice'],Twitter for iPhone,01-09-2010 09:03,474,4294,False
blm antifa thrown about like kids usa warning disturbing trr dlive,1,['BLM'],Instagram,27-02-2009 18:25,643,2786,False
it is not malicious it is racist 나는_샘_오취리와_연대합니다 i_stand_with_sam_okyere blacklivesmatter,1,['BlackLivesMatter'],Twitter Web App,04-07-2020 03:50,106,3224,False
everyone will hate you blacklivesmatter,1,['BlackLivesMatter'],Twitter for iPhone,16-04-2010 07:48,1364,59370,False
we hoosiers have stand your ground laws as well as property protection laws which extend to our personal,1,['BlackLivesMatter'],Twitter for iPhone,15-03-2010 09:26,468,1774,False
letsnotforgret blacklivesmatter saytheirnames sayhername sayhisname georgefloyd breonnataylor ahmaudarbery let us,1,['BlackLivesMatter'],Twitter Web App,30-10-2008 12:55,4242,40733,False
how matter means blm and mixed judaism my family is jewish muslim and of color though our children are white,1,"['BlackLivesMatter', 'ACAB', 'chicagoriots', 'NoJusticeNoPeace']",Twitter for Android,12-04-2016 00:42,2492,464180,False
a peaceful protest does not include shields you need to explain your stupid right now justify t,1,['BlackLivesMatter'],Twitter Web App,24-10-2016 14:20,995,69683,False
there was never a time for silence racism is everywhere if you can be bothered to look and when you find it,1,"['fuckblm', 'BlackLivesMatter', 'BLM']",Twitter for Android,04-05-2020 07:39,161,1790,False
this is institutional racism it does exist in the police in britain you are an mp it is your responsibility t,1,['BlackLivesMatter'],Twitter for Android,22-01-2018 20:25,1650,34974,False
dawn butler mp calls for system change after police stop on sunday blacklivesmatter,1,['BlackLivesMatter'],Twitter for Android,23-09-2012 15:09,4147,56141,False
neoliberalism is changing the name of a bridge after a civil rights leader then continuing to beat ci,1,['BlackLivesMatter'],Twitter for Android,20-07-2018 20:17,343,11007,False
satanic racist apartheidpresident said it was a hoax did not act as a pandemic ows giletsjaunes blacklivesmatte,1,['BlackLivesMatter'],Twitter for iPhone,22-05-2011 04:43,88,55342,False
these sickos need to be charged to the fullest extent murdering a 16 y o in foster care with behavioral issues because,1,['BLM'],Twitter for iPhone,18-07-2019 12:07,734,18473,False
when large gatherings become illegal its time to rise up fuck this shit and fuck the police burn it down and bui,1,['BlackLivesMatter'],Twitter for iPhone,03-02-2020 16:52,1449,9368,False
black women account for less than 3 of you s doctors is health care finally ready to face racism and sexism,1,['BlackLivesMatter'],Twitter for Android,28-06-2011 16:47,4331,858,False
steven s a real charmer is not he blacklivesmatter antiracism,1,"['Resisters', 'Resist', 'BlackLivesMatter']",Twitter for Android,09-04-2020 01:04,2210,2180,False
capitalism is great it screws working class and benefits lazy not working rioters blm,1,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter for iPhone,02-03-2011 21:33,793,6456,False
on friday she said she had a target on her this had to be 100 premeditated demetria does not particip,1,"['PolishStonewall', 'BlackLivesMatter']",Twitter for Android,17-01-2020 08:02,465,2563,False
ivehadenoughof antifa and blm f you little cockroaches,1,['BlackLivesMatter'],Twitter Web App,09-01-2017 15:41,488,36249,False
if you are seeing this all i have to say is god is watching you so stay positive keep the faith and remain hopefu,1,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter for iPhone,30-08-2011 04:51,2104,17250,False
when i say white people should care about black people and you respond by trying to debunk the black lives matter m,1,['lyingTrump'],Twitter Web App,23-12-2011 14:18,1779,23791,False
black people need to be reminded that they are victims if they do not accept this as a fact they a,1,"['HBDMaheshBabu', 'TwitterBestFandom', 'BlackLivesMatter']",Twitter for Android,05-12-2018 05:41,50,1236,False
hey leftists did you ever stop to think that black americans would prefer to be part of all americans rather than f,1,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter Web App,15-05-2020 10:35,1084,13093,False
blacklivesmatter also want to get this trending,1,['BLM'],Twitter for iPhone,27-05-2009 13:38,496,3340,False
say her name breonna taylor today marks 150 days since her murder zero charges filed zero arrests blm,1,['BlackLivesMatter'],Twitter for iPhone,11-12-2012 16:38,14930,81616,False
what i have learned today is that white racists bigots are tolerated excused under freedom of speech or free to be,1,['BlackLivesMatter'],Twitter Web App,13-06-2014 14:26,5001,52093,False
look at that fat blm slob with his sister s leopard top on it is past time to arrest these stupid terrorists https,1,['BlackLivesMatter'],Twitter for iPad,17-01-2009 05:20,31788,142363,False
after 12 minutes of a peaceful gathering you all are a joke no good cops in a fascist system ftp blm,1,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter for Android,28-04-2020 01:02,1004,2984,False
arrestthecopswhokilledbreonnataylor breonnataylorwasmurdered blacklivesmatter this is the reason breonna taylor,1,['BLM'],Twitter for iPhone,07-06-2009 01:24,455,10995,False
blacklivesmatter blm burnlootmurder chicago chicagoscanner chicagoriots every single looter tonight in,1,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter for Android,09-08-2019 21:56,1992,58433,False
while labour s racist dawn butler was trying to put one over on the police to further the blacklivesmatter defunding push,1,['BlackLivesMatter'],Twitter for Android,14-02-2020 01:04,1737,79456,False
3 the enormity of these indignities you can only feel empathy and outrage if you are not blind or oblivious or j,1,"['HBDMaheshBabu', 'TwitterBestFandom', 'BlackLivesMatter']",Twitter for Android,21-06-2020 10:04,26,94,False
,1,['BlackLivesMatter'],Twitter for iPhone,24-02-2011 11:49,4927,16027,False
i do not understand how some people are so racist that they shoot a person based off of skin color i mean come on ma,1,['BlackLivesMatter'],Twitter for iPhone,25-06-2020 03:32,985,12560,False
do not negotiate with those who plan and intend to destroy purely for destruction sake these riote,1,['BlackLivesMatter'],Twitter Web App,21-04-2020 05:39,428,10693,False
you stupid fuck god you are even bad at lies and propaganda and you call yourself a republican,1,['BlackLivesMatter'],Twitter Web App,07-03-2011 03:24,1987,23539,False
here is a racist punk who said he would not answer calls to a library because they backed blacklivesmatter,1,"['MeToo', 'BLM']",Twitter for Android,18-02-2014 04:38,3161,25130,False
your the one making racist statements against the irish people you will not,1,"['BlackOwnedBusinesses', 'BlackLivesMatter', 'SupportBlackOwnedBusinesses', 'WeBuyBlack']",blackBrands,23-06-2020 03:06,1,1830,False
the racism faced by teenagers in the uk new research race britain blm,1,['BlackLivesMatter'],Twitter for iPad,18-12-2014 23:32,1049,90511,False
breonna taylor was alive for several minutes the cops ignored her boyfriend s cries for help left her in the hal,1,['BlackLivesMatter'],Twitter for Android,09-01-2013 04:43,814,11,False
i agree the ocuppying central government must be removed no leadership hypocrisy syste,1,"['FreeTianna', 'protests2020', 'Protests', 'BlackLivesMatter', 'BLM']",Twitter Web App,20-03-2009 00:46,679,13754,False
jeez no one talking about this also that was the front page of their newspaper lmao blacklivesmatter,1,"['BlackOwnedBusinesses', 'BlackLivesMatter', 'SupportBlackOwnedBusinesses', 'WeBuyBlack']",Twitter for iPhone,10-06-2020 11:38,87,19,False
people having bios like black woman gay 23 virgo vegan and love music 3 blm like fuck do you breathe air t,1,['BlackLivesMatter'],Twitter for Android,31-10-2010 18:33,46455,38981,False
candace owens v oprah winfrey queen s of politics via queen candaceowens,1,['ZimbabweanslivesMatter'],Twitter Web App,26-04-2008 10:10,11,5,False
,1,"['sanlouisobispo', 'freetianna', 'tiannaarata', 'blm']",Twitter Web App,03-08-2015 09:40,0,333,False
stop the satanic genocideinsoutherncameroons stop the satanic genocideinsoutherncameroons blacklivesmatter ht,1,['BlackLivesMatter'],Twitter for Android,21-03-2009 15:29,2225,4991,False
let me explain it to you based on blm logic black good white bad evil any questions,1,['BlackLivesMatter'],Twitter for Android,28-05-2020 09:23,2915,1353,False
awesome let blacklivesmatter and antifaterrorist protect them maga2020 kag maga2020landslide,1,['BlackLivesMatter'],Twitter for Android,28-02-2013 17:52,6346,10760,False
the sick thing is that by signing a petition to get sam okyere deported for telling the truth about racism you com,1,"['BlackLivesMatter', 'DefundThePolice']",Twitter for Android,05-06-2020 12:10,50,849,False
when the truth about blacklivesmatter comes out,1,['BlackLivesMatter'],Twitter for Android,10-08-2020 07:52,32,6,False
justice is required deathsincustody blacklivesmatter humanrights,1,"['BLM', 'BlackLivesMatter']",Twitter for iPhone,21-04-2016 01:54,128,25072,False
blacklivesmatter failure covid19 epic failures trumpdeathtoll151k endthenightmare,1,['BlackLivesMatter'],Twitter Web App,30-11-2009 15:54,1360,114,False
lynching is not a relic of a jim crow past it is a modern form of racial terror via black,1,['BLM'],Twitter for iPhone,06-06-2008 14:37,5001,58556,False
dog whistling is a strategy for promoting rule by the rich it is also the reason we have so many jails prisons and pol,1,"['ArmTheLeft', '2A', 'BlackLivesMatter']",Twitter for Android,20-01-2020 01:08,312,224,False
25 year old pregnant woman dies after being shot in head in north philadelphia police did not do it urban ghetto culture,1,['BlackLivesMatter'],Twitter for iPhone,12-04-2011 21:06,868,413,False
projecting failedpresident failedeconomy 165kamericansdead2day,1,"['DefendPDX', 'portlandprotests', 'pdxprotest', 'blacklivesmatter']",Twitter for Android,25-02-2017 20:53,102,3373,False
it is really not some people already dislike there body that includes me and she just wants,1,"['HBDMaheshBabu', 'TwitterBestFandom', 'BlackLivesMatter']",Twitter for Android,08-01-2015 10:54,1187,21767,False
utah may find itself the object of a massive global boycott i cannot imagine that the planet will tolerate that kind o,1,"['ANTIFA', 'BLM']",Twitter Web App,24-03-2010 03:54,1191,23263,False
dr shirley jackson is an american physicist who received her ph d from the massachusetts institute of technology,1,"['fuckblm', 'BLM', 'blacklivesmatter']",Twitter for Android,04-05-2020 07:39,161,1790,False
prompted by the black lives matter movement mediator charlie irvine examines his own privileges he questions th,1,['chicago'],tmr - Alternative,28-05-2018 02:18,10,35,False
this dr could have been one gunned down by police brutality if he was this mother and child would not have expe,1,['BlackLivesMatter'],Twitter Web App,04-05-2013 02:41,4600,174521,False
we expect the racist right to act as they do whatever the actual situation but why is there such defensiveness fro,1,['BlackLivesMatter'],Twitter for Android,30-10-2019 16:06,217,57245,False
can some korean stop being racist it is fu king 2020 already 나는_샘_오취리와_연대합니다 i_stand_with_sam_okyere blacklivesmatter,1,['BlackLivesMatter'],Twitter for iPhone,04-11-2015 11:52,387,4720,False
i literally choked the replies had me shedding a tear this is really heartbreaking i really hope white people un,1,['GeorgeFloyd'],Twitter for Android,14-12-2013 07:55,2081,3708,False
as a blonde haired white woman i completely agree blacklivesmatter,1,"['sanlouisobispo', 'freetianna', 'tiannaarata', 'blm']",Twitter for iPhone,18-09-2009 03:01,2040,92085,False
fascism is happening right now and it is antifa and the blm whom the democrats rule,1,"['riots2020', 'BLACK_LIVES_MATTER', 'blacklivesmatter']",Twitter for Android,05-04-2020 10:34,2046,4278,False
do you need to be reminded that obama and biden attacked blacklivesmatter we know you all using them kid,1,['BlackLivesMatter'],Twitter for Android,20-03-2015 17:53,26627,383467,False
not for violebce but irony of 2020 republicans giving protest advice to people subjected by our country his,1,['BlackLivesMatter'],Twitter Web App,26-09-2018 18:32,2156,17943,False
,1,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter for iPhone,19-09-2016 01:25,3587,47756,False
i have watched this happen in other countries where funerals and memorial events for political dissidents are consist,1,['BlackLivesMatter'],Twitter Web App,17-08-2017 13:45,619,55559,False
blacklivesmatter does not care about the blacklivesruined by their insanity 30 person d,1,['BlackLivesMatter'],Twitter for Android,19-12-2013 03:23,483,243310,False
acording to holy quran all races are equal and the best people in the sight of god are those who are the most godfearing,1,['BlackLivesMatter'],Twitter for Android,05-04-2020 10:34,2046,4278,False
when will the left fuelled blacklivesmatter realise this,1,"['DefendPDX', 'portlandprotests', 'pdxprotest', 'blacklivesmatter']",Twitter for Android,27-08-2010 22:30,735,72853,False
why do not you arrest her in a marked vehicle dragging citizens into unmarked vans without stating why or,1,"['BLM', 'Marxism']",Twitter Web App,01-10-2014 16:50,10240,6682,False
more than just black live s matter their legal rights matter their right to vote matters their right to educatio,1,"['chicago', 'fightforyourrights', 'blacklivesmatter']",Twitter for iPhone,05-05-2011 06:33,672,2529,False
another white cop caught on camera beating a 14 year old black girl in the us this is so breaking,1,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter for iPhone,16-08-2011 18:36,555,6620,False
welcome back twitterati boycotters stopkillingpalestians freepalestine blacklivesmatter stopkillingblackpeople,1,"['HBDMaheshBabu', 'TwitterBestFandom', 'BlackLivesMatter']",Twitter for Android,26-07-2020 07:01,6,6,False
we condemn the brutality of america against innocent people of america specially against blacklivesmatter,1,['BLM'],Twitter for iPhone,10-06-2016 09:34,1865,10689,False
dearwhitepeople black women too blacklivesmatter,1,['BlackLivesMatter'],Twitter for iPhone,23-05-2013 06:50,727,8762,False
if all lives matter why are you all beating people up blacklivesmatter,1,"['MeToo', 'BLM']",Twitter for Android,24-06-2012 03:21,291,3489,False
,1,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter for Android,25-02-2020 04:34,221,13313,False
a message to wiley blacks jews have lots in common expulsion ethnic cleansing and ex,1,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter for Android,01-09-2017 15:05,2117,11342,False
if you watch your local news you know police are not the problem with the killing of black people blacklivesmatter i,1,['BlackLivesMatter'],Twitter for Android,20-07-2009 19:13,394,25,False
say their name ashtain barnes 2016 04 28 blacklivesmatter,1,"['GeorgeFloyd', 'BlackLivesMatter', 'BunkerDon', 'Anonymous', 'dcblackout', 'protest2020', 'anyonymous']",Twitter for Android,05-04-2020 10:34,2046,4278,False
yeah blacklivesmatter is a marxist front group trying to topple the us government through violent associates,1,['BlackLivesMatter'],Twitter for Android,16-08-2012 07:14,385,1240,False
,1,['BlackLivesMatter'],Twitter for iPhone,06-04-2017 23:57,2826,116936,False
so the pretence is over they can all go back to lying and racially abusing everyone because they posted a slogan a,1,"['GA07', 'BlackLivesMatter']",Twitter for Android,02-11-2012 02:49,4243,38745,False
please help get youtubes attention creator ms wonderful is using the platforn to harrass,1,"['cdnpoli', 'BlackLivesMatter']",Twitter for iPhone,15-10-2011 17:21,56,486,False
it is too much when will the hate end femicide oppression injustice persecution police military brutality everyday,1,['BlackLivesMatter'],Twitter for Android,05-04-2020 10:34,2046,4278,False
that is not true blm and antifa came to protest peaceful they,1,['BlackLivesMatter'],Twitter Web App,30-09-2018 03:51,5000,13733,False
today s highlighted systemic racism education resource movie loving 4 on multiple platforms to learn about l,1,['BlackLivesMatter'],Twitter for Android,27-06-2017 13:26,4998,323385,False
while we will continue to r t victims stories this will be our last post on beth ann mclaughlin we will return to our,1,['BlackLivesMatter'],Twitter for iPhone,25-04-2020 07:35,598,9249,False
as a black person you can be made to feel like it is your problem they have not met many black people and did not m,1,['blacktrans'],Twitter for iPhone,20-01-2012 21:33,1796,76415,False
if you believe blacklivesmatter then write a check to an hbcu,1,"['AmericaOrTrump', 'WearADamnMask']",Classic Deep Cuts,04-06-2011 12:44,1748,7499,False
i am honored and humbled by the overwhelming support from the players this movement gives us the opportunity to,1,['BlackLivesMatter'],Twitter Web App,09-09-2018 23:31,478,89066,False
bl for those that just act like it this is beyond comprehension this is for you the kneeling and asking of forgi,1,['AllLivesMatter'],Twitter Web App,27-09-2014 19:16,216,1528,False
this is very important this man is a romanian creator and he is a racist saying the n word with hard r he feels,1,"['BLM', 'CapitalismReset', 'WEF', 'StakeholderCapitalism']",Twitter for iPhone,23-07-2011 17:32,4935,33109,False
sorry bill barr what is that you said about not coming out of the fence today at the hearing ya 2 blocks away h,1,['BlackLivesMatter'],Twitter for Android,16-03-2014 17:40,84489,80549,False
that is like saying all lives matter blacklivesmatter these are premi,1,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter for Android,15-07-2020 10:42,10,125,False
at 2220 last night photojournalist was arrested by portland police while she was documenting the protest they you,1,['BlackLivesMatter'],Twitter for iPhone,20-04-2016 16:01,947,50266,False
a blue house petition to deport a black man because he spoke out against racism in korea s k is so f racist it is,1,"['apartheidPresident', 'hoax', 'OWS', 'GiletsJaunes']",Twitter for iPad,27-06-2018 01:06,3974,120993,False
elizabeth warren was the first national politician to support black lives matter blm after the recent protests the pub,1,"['MeToo', 'BLM']",Twitter Web App,31-03-2020 14:24,490,9218,False
for shit they did not even earn i am a black man i served my country i do not bother no one and i sure as hell not try,1,"['blm', 'ChicagoScanner', 'chicagoriots']",Twitter Web App,28-08-2012 05:04,14963,90856,False
leader condemns you s government s racism backs blacklivesmatter,1,"['RacialProfiling', 'BLM', 'AllLivesMatter', 'Discrimination']",Twitter Web App,18-07-2020 10:00,218,462,False
bevelyn beatty the christian woman who painted over the blacklivesmatter mural in nyc wearing a jesusmatters t shirt,1,['blm'],Twitter for Android,06-08-2015 09:07,6,708,False
blm blmmovement any minute now blacklivesmatter is going to hit the streets over the cens,1,['BlackLivesMatter'],Twitter for iPhone,18-05-2018 18:06,60086,107807,False
because of the recent blm bullshit this is how they think now they believe they are untouchable,1,"['BlackLivesMatter', 'AllLivesMatter']",Twitter Web App,15-01-2020 18:55,13088,20552,False
to black lives matter followers usa uk europe thank you for support calls texts racism a reality in arab societ,1,['BlackLivesMatter'],Twitter for iPad,19-02-2017 18:08,655,158455,False
this will not save you no one listens to you anymore at least no sane people do an,1,['BlackLivesMatter'],Twitter Web App,03-11-2018 22:31,333,5431,False
this is precious blacklivesmatter abolishthepolice cancelculture democrats democratsaredestroyingamerica,1,['BLM'],Twitter Web App,06-07-2014 22:46,1182,100163,False
new photo set on my onlyfans check it out wankchat analoporn pride bisexual camgirl beautiful ass eq,1,['BlackLivesMatter'],Twitter Web App,09-12-2008 01:54,10275,29684,False
she was preparing milk for her child the young palestinian woman dalia alsamoodi 23 y was shot dead by israel forces,1,"['PoliceBrutality', 'why', 'hit', 'BlackIsKing', 'BlackLivesMatter', 'blm', 'sad', 'safe']",Twitter Web App,30-06-2020 14:40,192,525,False
blacklivesmatter black women are unappreciated,1,['PortlandPolice'],Twitter for Android,26-09-2013 18:23,1137,11280,False
mutualaid transcrowdfund blacklivesmatter blacktranslivesmatter disabilityisntashame please support my gofundme ca,1,"['sanlouisobispo', 'freetianna', 'tiannaarata', 'blm']",Twitter for iPhone,20-07-2016 05:52,368,53394,False
systematic racism is a minority that is getting catered but they are responsible f,1,"['BlackLivesMatter', 'BlackLivesStillMatter', 'WeAreStillHereForJustice']",Twitter Web App,09-07-2010 04:19,3562,7031,False
yo apparently blm has the same mentality as the kkk as pointed out by such intellectuals wow honestly this is so,1,"['MeToo', 'BLM']",Twitter for Android,25-12-2012 17:50,3695,42883,False
only blacklivesmatter other people is nothing,1,"['Biden2020', 'Trump2020', 'BigBrother', 'BlackLivesMatter']",Twitter for iPhone,29-11-2013 18:46,462,8559,False
ummm wtf they are kidnapping the press now portland portlandprotest pdxprotest blacklivesmatter,1,"['pdx', 'Portland', 'portlandnews', 'Oregon', 'blm']",Twitter for iPhone,12-05-2020 21:22,1228,18392,False
few conscious african americans supported the struggle against apartheid like a few now who suppo,1,['BlackLivesMatter'],Twitter for iPhone,11-03-2020 15:31,1217,33137,False
hmm is there a theme here antifa blacklivesmatter socialjustice all mean the opposite,1,"['DefendPDX', 'portlandprotests', 'pdxprotest', 'blacklivesmatter']",Twitter for Android,26-09-2013 18:23,1137,11280,False
1 billbarr grilled by pramilajayapal over unleashing federal agents on blm activists but not white men with sw,1,['BLM'],Twitter Web App,06-01-2019 17:21,5000,71099,False
the world we live in has long since benefited white people putting other races at a disadvantage and setting them up for fai,1,['BlackLivesMatter'],Twitter for iPhone,26-04-2017 11:01,17936,278872,False
screw they should have nothing to fear right maybe they can get blm antifa,1,['BlackLivesMatter'],Twitter for iPad,18-12-2014 23:32,1049,90511,False
haha why are blm going to harm her,1,['BLM'],Twitter Web App,09-06-2008 23:27,3223,77892,False
i see some messages from her blm is antisemitic,1,['BlackLivesMatter'],Twitter for iPad,03-01-2016 20:06,1227,55750,False
blacklivesmatter why a black man is serving life sentence for stealing clipper trumpisanationaldisgrace,1,['racecard'],Twitter for iPhone,29-05-2020 20:49,524,666,False
a 1 time ha ha ha with obvious juxtaposition context understood but we the good have to be hon,1,['BlackLivesMatter'],Twitter Web App,12-01-2020 23:06,630,876,False
