Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
23016,3,0,0,3,2,We are Bringing The Cadaver Dogs Charlie Brown rejectedpeanutsspecials
23017,3,0,3,0,1,We are a good match cuz we both retardedn weed
23018,3,0,1,2,2,We are going to make the school look so redneck tomorrow
23019,3,0,3,0,1,
23020,3,1,2,0,1,Webbie to retarded
23021,3,0,0,3,2,
23022,6,2,3,1,1,Weed nigguh Retweet that
23023,3,0,3,0,1,Weef fitm is that life fuck flappy bird
23024,3,0,1,2,2,Weekend is here What an amazing week this has been Let us use this extended weekend to celebrate our successes my fellow queer folk
23025,3,0,3,0,1,Weird ass bitches
23026,3,0,0,3,2,Weird frosted colored lipgloss is weird
23027,3,0,1,2,2,Welcome to our land of dispossession Check out the evil racist whitey sitting on steps etc Reconquista Woo Hoo
23028,3,0,0,3,2,Welcome to the family Mia Meli new puppy adorable cute fluffy mutt mybaby girl
23029,3,0,2,1,1,Welding with your shirt off is the redneck version of tanning lol
23030,3,0,3,0,1,Well I wish I could shoot the shit wit you bitches but daddy got to get dis money one
23031,3,0,3,0,1,Well I am back on the prowl for a bad bitch
23032,3,0,1,2,2,Well Jay I guess if you want to keep your house from burning downthe bird is the word yeah jaymohrsports
23033,3,0,0,3,2,Well Jennas getting a yellow lab so I know where ill be whenever I am home
23034,3,1,2,0,1,Well damn LMaooo It was the dyke in that picture she used to be a girl once up on a time
23035,3,0,2,1,1,Well dayum I seen you bitches knocking censor tags off your clothes on your patio with hammers
23036,3,1,2,0,1,Well done What a coon
23037,3,2,1,0,0,Well gahdamn Wooooow Good job mommy cutest thing blue ivy ever done she still an ugly nigger baby
23038,3,0,0,3,2,Well good morning early birds t minus 47 mins until thee clock out Then breakfast shower rub one and sleep
23039,3,0,3,0,1,Well guess I know a bunch of hoes then GONE BRING YA BaldPussy HoeAss 2 ELEMENTS TONIGHT THOUGH
23040,3,0,3,0,1,
23041,3,0,3,0,1,Well is not that a bitch 2 wildcards are going to the WorldSeries
23042,3,0,3,0,1,Well now that I am basically gone full retard let us get blasted
23043,3,0,3,0,1,Well thank goodness I got other musicians that are not bitches like for example
23044,3,0,3,0,1,Well they do now haha I just think these bitches are confused Like i am wife TheyAintKnow Lol
23045,3,1,2,0,1,Well your a little cunt
23046,3,0,3,0,1,Well jhud is giving me bae just got home from work and I Am About To throw the pussy at him
23047,3,0,3,0,1,Wellis he going to take da bitch or naw
23048,3,0,3,0,1,Welp i am going to hoe again She a hoe if she likes chocolate
23049,3,0,3,0,1,Welp Me Baby I cooked Bae What is for dinner Me That bitch you been texting
23050,3,0,3,0,1,
23051,3,0,0,3,2,Went to an open house today the place was trash Ewww
23052,3,0,3,0,1,Went ya bitch house now she not a virgin anymore
23053,3,1,2,0,1,Westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win
23054,3,0,0,3,2,Western Jihadi fanboys use of language peppering sentences with Arabic words to sound knowledgeable Comical
23055,3,1,2,0,1,
23056,3,0,3,0,1,
23057,3,0,2,1,1,What America teaches people if you bitch about something enough you will get what you want
23058,3,0,3,0,1,What I hate about edm festivals is the people who bitch about the line up STFU
23059,3,0,3,0,1,
23060,3,0,3,0,1,What a Dirty Girl Haha cat pussy pets
23061,3,0,3,0,1,What a bitch pshh
23062,3,1,2,0,1,What a dumb bitch
23063,3,3,0,0,0,What a fag
23064,3,2,1,0,0,What a fucking faggot
23065,3,0,3,0,1,What a fucking retard
23066,3,0,3,0,1,What a hoe lol
23067,3,0,3,0,1,What a pussy so you can subtweet about me then unfollow but cannot even reply and try to understand my point Yeah and I am the idiot
23068,3,1,2,0,1,What a sniveling little cunt I would be embarrassed for him but I cannot stand the guy
23069,3,0,0,3,2,What a trash franchise Fergie will sing the National Anthem at the Clippers season opener tomorrow
23070,3,2,1,0,0,What a wetback looks like when he gets caught crossing the border
23071,3,0,3,0,1,What a wifey would understand a hoe could never comprehend
23072,3,0,0,3,2,What an amazing proud day it was today for and blockheads Time for bed Good knight
23073,3,0,1,2,2,What barrel of trash does not smell as bad Imagine Dragons or Nickelback
23074,3,3,0,0,0,What be the peckin order 1 white Christian 2 colored 3 Porto Ricans 4 Arab 5 Jews I donts know I be axin
23075,3,0,3,0,1,What do you do when you the nigga that is currently cuffin a bitch dats getting exposed
23076,3,0,1,2,2,What else come on on mondays i am not fixing to watch that trash i have destroyed enuf brain cells
23077,3,0,0,3,2,What ever happened to the Teen Titans of my day and why must they mock me with this Teen Titans Go
23078,3,0,1,2,2,What if I talked ghetto lol I would be so annoyed of my self
23079,3,0,3,0,1,What if I was on my ass that mean she get half of my cash Man that bitch can kiss my ass
23080,3,1,2,0,1,What is Twitter even for Lmao This hoe wack af
23083,3,0,0,3,2,What is this the are doing today Using those wooden things and making it all the way around the bases Weird
23084,3,0,3,0,1,What is up my twitta niccas
23085,3,0,3,0,1,What jealous hoe made this
23086,3,0,3,0,1,What kind of bitch ass throw was that Alex Fuck
23087,3,0,3,0,1,What kind of person am I the one that wears a beanie and does drugs and likes to fuck with bitches
23088,3,0,3,0,1,What kind of sorcery is this Nope Eat this pussy while i am on my cycle call it Cherry Pie
23089,3,0,3,0,1,What mad cunt created masturbating That dude needs a high 5
23090,3,0,3,0,1,What made this niggah say that out his mouth
23091,3,0,3,0,1,What makes you lose your temper dumb ass bitches who talk shit but will not walk a mil in you own shoes
23092,3,0,1,2,2,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized cursed brethren and say
23093,6,0,6,0,1,What now bitch I have got you are girlfriend
23094,3,2,1,0,0,What people expect august aslina is a nig from New Orleans
23095,3,0,3,0,1,What restaurant drugs tests hahahaha that is fuckin trash
23096,3,0,3,0,1,What state got the best pussy
23097,6,0,6,0,1,What that bitch Tryna say
23098,3,0,3,0,1,What the FUCK THOUGH REALLY The Entire FUCKING World MEDIA is has gone Obama retarded not to know medical science PROTOCOLS wuh
23099,6,1,4,1,1,What the fuck kind of redneck commercial was that indycar
23100,3,0,3,0,1,What the hell are we doing with pussy rules that soldiers do not carry weapons 247 on base They are trained Liberal crap people die
23101,3,0,0,3,2,What the monkey
23102,3,1,2,0,1,What these bitches want from a nicca
23103,3,2,1,0,0,What these bitches want from a nigga like on some DMX shit
23104,3,0,3,0,1,What they taught us man them bad bitches only want the ballers the starters We hoopin now the hoes want to guard us
23105,6,1,5,0,1,What time jamboree start Thursday So I ca smile for the ugly hoes
23106,3,0,2,1,1,What you do not do another hoe will
23107,3,1,2,0,1,What up fake ass hoe I am not gone fought you today Give Me my nigga hand back
23108,9,0,7,2,1,What up twats I mean twits
23109,3,0,2,1,1,What was that knob to get shit back in focus when it started getting fuzzy
23110,3,0,3,0,1,What would you all doI would act like one of them nd act like we lookin for the same bitch lmao
23111,3,0,3,0,1,What you doing bitch suck it do not bite it
23112,3,0,3,0,1,What you going to do if she cheat Cry Fight for her No kick that bitch out and go straight to tootsies
23113,3,0,3,0,1,What you know about getting money low key Hanging with the street niccas fukn wit the OGs
23114,3,0,3,0,1,
23115,3,0,3,0,1,What is a Queen without a King A lonely ass bitch
23116,4,0,1,3,2,What is a trash party
23117,3,0,3,0,1,What is really funny bout this pic is I am sure they believe them hoes is bad
23118,3,0,2,1,1,What is retarded is that I actually love my job and have a really weird passion for it
23119,3,2,1,0,0,What is so good about Prom All I see is another faggot ass High School dance
23120,3,0,3,0,1,What is that makeup called on your cheeks I call it bitch spots lmao
23121,6,0,6,0,1,What is this picslip shit If your posting a pic IT IS NOT A SLIP Do not flatter yourself stupid ass bitches
23122,3,0,3,0,1,What is this bitch look like you all add me on your stupid chapsnatpearlblueyes
23123,3,1,2,0,1,What is this bitch retarded GIVE ME BACK MY 16 DOLLARS Every time I meet somebody I assume I will never meet them again
23124,3,2,1,0,0,What is up faggots bet you all thought you would seen the last of me
23125,3,0,3,0,1,What is up with all these bitches in bed clothes Walking the streets like that shit is cute
23126,3,2,1,0,0,What is worse than Ebola The Fing retards trying to make it a race issue Al Sharpton has caused more American death than ebola
23127,3,0,2,1,1,What is worse than jury duty is the confirmation you get while serving that the general public is retarded
23128,3,0,3,0,1,Whatever I am going to concert todayI cannot be a little bitch right now
23129,3,0,3,0,1,Whatever happens I will not let racism become a big trend again I refuse Over my fuckin dead body bitches I am mixed I cannot be racist
23130,3,0,3,0,1,What Is wrong w this marie hibben bitch
23131,3,0,3,0,1,What Is wrong with this bitch
23132,3,0,3,0,1,When got your ex bitch the one you tryna move on w it is time to call give it a up
23133,3,0,0,3,2,When Charlie tries to walk into my room and it cannot remember if I locked the door or not
23134,3,0,3,0,1,When Chief Keef said I are not done turning up bitch
23135,3,1,2,0,1,When I be seein y all runnin back and forf to woyke and shit I be thankin Jesus I is colored
23136,3,0,3,0,1,When I be that pussy I be calling you my Bitch
23137,3,0,3,0,1,When I call bitch you come
23138,3,0,3,0,1,When I die Throw a couple bad bitches in my casket
23139,3,0,3,0,1,When I see a fine bitch I do not get excited
23140,3,0,3,0,1,When I step off in da club niggas give me daps and hugs hoes swinging dey eye ik one thing right they want to fuck
23141,3,0,3,0,1,When I want to nut an she want to nut at the same time I am Peyton Manning this bitch audible OMHA
23142,3,0,3,0,1,When I was 16 me my homies used to go to the mall to pull hoes I would be at home later that night like
23143,3,0,3,0,1,When I was in 6th grade it was a lil bitch at my school in 5th and she was pregnant like wtf I barely new what pussy looked like that young
23144,7,0,7,0,1,When I was in HS we had a dance team and then we had the steppers them hoes was ghetto as shit but they kept the pep rally hyped
23145,3,0,3,0,1,When I am a relationship I am erasing twitter cuz it is to many bitches that are accessible I got to the hormones of a 13 year old home alone
23146,3,1,2,0,1,When Jake was mad happy and hugged muscle faced Renee Russo at the end of 1 I was like yeah them bitches bout to win it all
23147,3,0,3,0,1,When Lil Wayne said why give a bitch your heart when she would rather have a purse
23148,3,0,0,3,2,When Robinson Cano left the Yankees they were selling his jersey for 25 When Aaron Hernandez went to jail they sold his for 10
23149,3,1,2,0,1,When Stoni is not doing his faggot gook speak he is actually funny
23150,3,0,3,0,1,When a bitch I do not like laugh at my joke
23151,3,0,3,0,1,When a bitch all in ya mans face in public
23152,3,0,3,0,1,When a chicks head is weak I just close my eyes and imagine me giving a bad bitch like Zoe Saldana back shots so I can get my nut off
23153,3,0,3,0,1,When a fat bitch want you and a skinny bitch cannot cook nothin for you these hoes are not hungry
23154,3,0,3,0,1,When a girl asks me if I eat pussy At first I do not even because that is just a stupid question in itself
23155,3,1,2,0,1,When a girl tried to argue with me whilst I was drunk hes not done you shut the fuck up bitch i am a nasty cunt whilst drunk sarry
23156,3,0,2,1,1,When a hoe go back to her roots
23157,3,0,3,0,1,When a hoe tryna get at you while ya girl is looking
23158,3,1,2,0,1,When a niggah think he gon come inbetween me and my bestf I will fuck you and her up
23159,3,2,1,0,0,When a pussy nigga socks you and does not knock you out
23160,6,0,6,0,1,
23161,3,0,3,0,1,When a super bad bitch walk past you and you cannot help but stare
23162,3,0,0,3,2,
23163,6,1,5,0,1,When bae dodges hoes because he only want you
23164,3,0,3,0,1,When bae say she goin to the club with her girls I be outside that bitch at 2am like
23165,3,1,2,0,1,When bitches I work with are on there period
23166,3,0,3,0,1,When bitches in the library start acting up
23167,3,1,2,0,1,When bitches know they feeling stupid they keep there sentences short
23168,3,0,3,0,1,When bitches say I want to cuddle It real is them speaking in code saying they want the D
23169,3,0,3,0,1,When bitches you do not like talk to you at work workproblems workflow byebitch
23170,3,1,0,2,2,When did Miley turn ghetto
23171,3,1,2,0,1,When did gum get so soft you sons of bitches
23172,3,0,1,2,2,When did it become cool to ne stupid This teabagger debate is slim on facts at best
23173,3,0,3,0,1,When ever you dog hoes really bad you end up w a girlfriend
23174,3,0,3,0,1,When ex girl friends get fat That is god saying hey man You are welcome lmfao big ole bitch
23175,3,0,3,0,1,When girls say like ohh I am so ugly like bitch you are not fishing for compliments you are like deep sea diving fuck
23176,3,0,3,0,1,When guys are more sentimental than most girls like man up pussy
23177,3,0,2,1,1,When guys throw stupid bitch fits its like whyyyyy Grow some balls please I have bigger balls than you
23178,3,0,3,0,1,
23179,3,0,3,0,1,When her pussy stank When yo girl says she s going to let you hit tonight
23180,3,0,3,0,1,When hoes be sayin they sexually frustrated or need some dick
23181,3,1,2,0,1,When hoes think I got sucker nigga written across my forehead
23182,3,0,3,0,1,
23183,3,0,3,0,1,When i die bitch fuck my hologram doe there taylor
23184,3,1,2,0,1,When i die throw a couple bad bitches in my casket
23185,3,0,3,0,1,When i die throw a couple bad bitches in my casket
23186,3,0,3,0,1,When i see a SUPER bad bitch and she happen to be from my city i just feel the need to shoot my shot
23187,3,0,3,0,1,When it come to bitches niggas will get dirty
23188,6,3,1,2,0,When it rains it is good go to the mall weather all the coons be at home
23189,3,0,3,0,1,When it start raining bitches always wana get fucked bitch take a nap
23190,6,0,6,0,1,When it start thundering bitches be like I wana cuddle naw bitch you just wana excuse to suck a dick you and MiMi sit tf down in a corner
23191,3,0,3,0,1,When its hot i wear whatever lol shit if could come out this bitch in briefs i would
23192,3,0,3,0,1,When jake from State Farm keep calling yo bitch but you all got progressive
23193,3,0,3,0,1,When lifes got ya down you just got to get back up and pimp slap that hoe
23194,3,0,3,0,1,When mfs tell you who you talk to and it are not truelike no bitch
23195,3,1,2,0,1,When my friends are roastin my other friends and i do not know who to roast I am just like wait who are your true nigs always da clan
23196,3,1,2,0,1,When my right hand get out niggas gon remember why we tru loyal pussy
23197,3,0,3,0,1,When my teacher says basic algebra I think of basic bitches
23198,3,0,3,0,1,When niggabitch lose in a fight they favorite line is heshe only
23199,3,0,2,1,1,When niggas give me their mixtape and it is trash YEET Fatality
23200,3,1,2,0,1,When niggas say they like Latinas they do not mean you fat bitches that smell like fajitas
23201,3,0,3,0,1,When niggas want to cheat they start an argument with their girl bitch i told you i hate ketchup on my hotdogs fuck this i am out
23202,3,0,3,0,1,When people igg my text they get aired out in my head all types of bitches an dickheads
23203,3,0,1,2,2,When people label their name on there ghetto nano
23204,3,0,1,2,2,When people really think I am Asian I get offended Even though I make fun of my gook self
23205,3,0,3,0,1,When people tailgate then pass you up and look lol I just wave like hi bitch yeah I see you do I care fuck no pass me up
23206,3,0,3,0,1,When ratchet bitches find out the club are not 10 to get in
23207,3,0,3,0,1,When see you an oldhead rocking a Bruce Lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class
23208,3,0,3,0,1,When she wit me got yo bitch open
23209,3,0,3,0,1,When she is a straight up hoe but does not suck dick
23210,3,0,3,0,1,When somebody ask where da hoes at universal answer is shit you got them
23211,3,1,2,0,1,When that dyke almost came for me when i did not send for her
23212,3,0,3,0,1,When the baddest bitch in school walk by
23213,3,1,2,0,1,When the bitch playes with your emotions an will not let you date That is the moment where i want to kick her straight in the vagina
23214,3,0,3,0,1,When the day goes bad just tell yourself were the pussy at
23215,3,0,3,0,1,When the ghost picks you up after you dive in the pussy
23216,3,0,3,0,1,When the pussy stank
23217,3,0,3,0,1,When the teachers aid trys acting like she is the teacher bitch please
23218,3,0,2,1,1,When they bitch about carbon emissions tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere
23219,3,0,3,0,1,When things do not go my way I am a total bitch
23220,3,0,0,3,2,When this test is over today I am making a pan of brownies I am going to lay in bed all day eat them until my heart is content
23221,6,0,6,0,1,When you hitting it from the back you got to call her bitch they love that but do not you dare call them slut
23222,3,1,2,0,1,When you see that bitch in 5 months like yea i am having a boy bitch you was twerking on dicc on vday weknow
23223,3,0,3,0,1,When was a hoe ever supposed to be loyal I mean it would not make them a hoe they would be another housewife
23224,3,0,0,3,2,When will Joe stop telling PBO how to do his job You could not even keep a job in teabagger Florida morningjoe
23226,3,0,2,1,1,When women are so proud that they do not like to cook clean bitch stop being lazy It is not cute
23227,3,0,3,0,1,When you are not had pussy in a hot minute
23228,3,1,2,0,1,When you catch yo bitch sending nudes to another nigga
23229,3,1,0,2,2,When you colored every day is Sunday
23230,3,0,3,0,1,When you give somebody that bitch look
23231,3,0,3,0,1,When you got to boomin ass voice all you have to do is look at bitches and scream NOW Den ya in da pussy
23232,6,0,6,0,1,When you have everything they want you are doing everything they cannot bitches are going to talk shit Do not let them stop your shine
23233,3,0,3,0,1,When you hear ya homie with no hoes lying
23234,3,0,3,0,1,When you know for a fact you got a woman who loves you other bitches do not even matter
23235,3,0,3,0,1,When you realize how curiosity is a bitch An should of let the unknown stay unknown CuriosityKilledMe
23236,3,0,3,0,1,When you see about to fight a bitch
23237,3,0,3,0,1,When you see a fat bitch wearing leggings and a belly shirt
23238,3,1,2,0,1,When you see kids being bad their parents just standing there you look them like bitch you are not gon do somethin
23239,3,0,3,0,1,When you tell a dark skin bitch to send you some sexy shit
23240,3,1,2,0,1,When you told ya Homie she was a hoe but he still wifed it Caption this
23241,3,0,3,0,1,When you are grinding with a bitch and she is knocking you over with the booty
23242,3,1,2,0,1,
23243,3,0,3,0,1,When your side bitch will not leave
23244,3,0,3,0,1,Whenever I came to school fresh I took hella bathroom breaks just so the hoes could check me out
23245,3,0,1,2,2,Whenever I see a pic captioned Soft ghetto I log off for 25 minutes
23246,3,0,3,0,1,Whenever you need your hoe protected on social media or anywhere in the world Please contact and he will fight for that hoe
23247,3,1,2,0,1,Where Is VRSL that nigger owes me 10 bucks
23248,6,0,6,0,1,Where a prego bitch when I need one I have no milk an a whole box of cinnamon toast crunch man
23249,3,1,2,0,1,Where all the 2nd string bitches at
23250,3,0,3,0,1,Where are all those whiny bitches when Kris left How come Lulu are not gettin shit
23251,3,0,3,0,1,Where is I miss that bitch
23252,3,0,3,0,1,Where my bitches at Mann
23253,3,0,3,0,1,Where tf this bitch in the pink from this hoe pointless
23254,3,0,3,0,1,Where the bad bitches at And by Bad Bitches I mean tacos
23255,3,0,3,0,1,Where the bad bitches Huh Where ya hiding Kanye voice
23256,3,0,3,0,1,Where the fair and reasonable women at Not these self righteous I deserve the world without working for it Cuz I got a pussy bitches
23257,3,0,3,0,1,Where the girls at say happy birthday to me i need bitches on bitches like i got stacks on stacks
23258,6,0,6,0,1,Where the hoes at We looking for the hoes AYEEE
23259,6,1,5,0,1,Where the hoes at
23260,3,0,3,0,1,Where this brolic bitch at Lol
23261,3,0,2,1,1,Where this hoe Benga at
23262,3,0,0,3,2,Where would me life be without God and seriously I would probably be living In a trash can haha
23263,3,0,3,0,1,Where ya titties lil bitch
23264,3,0,3,0,1,Where is all my bitcheswhere did they goooo
23265,3,0,3,0,1,Where is my money bitch
23266,3,0,1,2,2,Where is the part where Fat Amy goes err wop wobn wefo thingspeoplesay
23267,3,0,3,0,1,Where is the pic of her standing again This bitch looks like Voltorb
23268,6,0,6,0,1,Where is this bitches parents though Go home you thot
23269,3,0,1,2,2,Which expendable player can we put in with the sole objective of breaking Beverleys jaw
23270,6,1,5,0,1,Which mean you hoes too STUPID ion want it around me youhavejustbeenBLOCKED
23271,3,1,2,0,1,Which one Corey or Cory Or both He is half retarded
23272,3,1,2,0,1,Which one of you hoes then downloaded that JailMail app
23273,3,0,0,3,2,Whipped cream endlesslove
23274,3,0,0,3,2,
23275,3,0,0,3,2,Whipped out some french in front of some babes at the post office winning
23276,3,1,2,0,1,White bitches be lovin da colored men
23277,3,3,0,0,0,White bus drivers are all white trash LosAngeles
23278,3,0,1,2,2,White kids black kids yellow kids hell even purple kids if you carry yourselves like Daniel Geale you will go far GealeMundine2
23279,3,1,2,0,1,White people always gave yellow ass teeth
23280,3,0,2,1,1,
23281,3,2,1,0,0,White trash have taken over every charity organization in the US
23282,3,3,0,0,0,White trash okies do not count as real white people To count as a white person you have to count a person Okies are not people
23283,3,0,3,0,1,
23284,6,0,6,0,1,Who does not want a bad bitch
23285,3,0,3,0,1,Who ever did the beat on that Wayne by Chief that bitch a banger FreeWop FreeSlick
23286,3,0,3,0,1,Who fukn wit for real for real Dat nicca be riding
23287,3,1,0,2,2,Who is John Hanson A Black Man A Moor John Hanson was the First President of the United States George
23288,3,1,2,0,1,Who is that pink hat guy Cody Caleb Either way he is a over emotional bitch BB16
23289,3,0,0,3,2,Who needs an alarm when you have the worlds most annoying bird outside your window
23290,3,0,0,3,2,Who remembers when we were in middle schoolhigh school and would throw paper in the trash from our seat and yell KOBE Lmfaoooo
23291,3,0,3,0,1,Who shot John lookin ass hoe
23292,3,2,1,0,0,Who takes mid from the best midlaner NA Fuckin solo Q fags
23293,3,1,2,0,1,Who tf make an account of another bitch Like you want to be anotha bitch dat bad Lmfaooo fat ass hoes
23294,3,0,3,0,1,Who the fuck is this bitch with this cheap ass clown nose on my screen Your tired ass commercial I would never book you for a party
23295,3,1,2,0,1,Who the fuck made this cunt the authority on men
23296,3,1,2,0,1,Who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases like that is just the thing to do wrong
23297,3,0,3,0,1,Who the fuck still plays flappy bird Flappy bird feels like
23298,3,0,3,0,1,Who the hell is going to buy your shit when your dirty panties and trash are clearly in the background of the picture
23299,3,0,3,0,1,Who the hell taught you how to fuck bitch toot it up
23300,3,0,3,0,1,Who told this midget hoe to start stripping
23301,3,1,0,2,2,Who want to play pin da tail on da colored mans butt
23302,6,2,4,0,1,Who watches wrestling besides little kids and white trash
23303,3,0,0,3,2,Who would have known that Jesusll come back to the ghetto on that level and that thorough like a black heroine
23304,3,0,0,3,2,Who would have thought my redneck husband would claim the hipster glasses
23305,3,0,3,0,1,Who is a thottie Yous a thottie Who is a thottie Yous a thottie Yes YOU BITCH Womp womp Lord save these parched hoes
23306,3,0,3,0,1,Who is baby is dat who is da man dat did dat 2 you Gators bitches best be using jimmys
23307,3,0,3,0,1,Who is got the baddest pussy on the planet
23308,3,1,2,0,1,Who is ready for nigger spam
23309,3,0,3,0,1,Whoever came up with that I do not have no exs sayin must have been a hoe
23310,3,3,0,0,0,Whoever had Mr Ramlogan for UWI business law though Racist mudda cunt
23311,3,1,2,0,1,Whoever jumps in on a 1on1 is a bitch
23312,3,0,0,3,2,Whoever made these brownies and cookies belongs in heaven
23313,3,0,0,3,2,Whoever mocks the poor insults his Maker he who is glad at calamity will not go unpunished
23314,3,1,2,0,1,Whole time your bitch on the phone moaning in me and my bitch ear though
23315,3,0,0,3,2,Whoo A new attraction in Virginia City birds of prey Meet this owl famous for his role in Harry Potter
23316,3,0,0,3,2,Whoooooaaa no chill savage Here monkey monkey
23317,3,0,1,2,2,Whoops bought snuggly hideous fuzzy boots because it is cold as balls all of a sudden
23318,3,0,3,0,1,Whops yardie Go smoke a blunt and tell a nigga to come through You are stressed
23319,6,0,5,1,1,Who Is pussy is it she said richies
23320,3,0,3,0,1,Why 2 dudes would want to fuck the same bitch at the same time is far beyond me
23321,3,0,0,3,2,Why Jon hates birds
23322,3,0,0,3,2,Why McDonalds breakfast good but the lunch trash
23323,3,0,3,0,1,Why all the bitches fake gay now
23324,3,0,3,0,1,Why am I being such a bitch today lol
23325,3,0,2,1,1,Why are teabaggers so interested in saving people who are Muslim Does Syria have oil morningjoe
23326,3,0,3,0,1,Why are nudes called nudes I would rather be like hey girl send me the tits and ass hoe
23327,3,0,1,2,2,Why are people saying do not let guys treat you like a yellow starburst That is my favorite
23328,3,2,1,0,0,Why are some people such faggots Like were you born that way or are you just that big of a douche bag
23329,3,0,3,0,1,Why are there so many hoes
23330,3,0,3,0,1,Why are you the only thick character in the game Why I got to play a skinny bitch
23331,3,0,3,0,1,Why beg for nudes when you could fuck that bitch and make a video Staring yourself and you get some booty win win
23332,3,0,3,0,1,Why bitches act like I CANNOT READ or like words do not have a meaning
23333,3,0,3,0,1,Why bitches get so hype an mad when you asked if they suck dick like yes or no telly tubby
23334,3,1,2,0,1,Why bitches quick to have a nigga baby then be suprised when she taking care of it by herself
23335,3,1,2,0,1,Why black girls got to be thots Are not nobody bringing up the fat white hoe you fucked back in middle school LoveOurWomen
23336,3,0,0,3,2,Why cannot I have colored eyes like my siblings
23337,3,0,3,0,1,Why cannot there be bomb single bitches available on tap
23338,6,0,6,0,1,Why cannot you be humble like your moms and not hoes
23339,4,0,4,0,1,Why did you release my nudes you cunt
23340,6,1,5,0,1,Why do I have the worst BM in the world smh this bitch the devil
23341,3,0,3,0,1,Why do I play these scary PC games Cuz i am not a pussy and i like being scared shitless
23342,3,0,3,0,1,Why do bitches come to school wearing stripper heels to school makes no sense
23343,3,0,3,0,1,Why do bitches put fuck a bio in they bio technically you still wrote a bio
23345,3,0,1,2,2,Why do peeps got to be mad ghetto nowadays Smh pull up your pants
23346,3,1,2,0,1,Why do people bring their children to the salon this Mexican bitch needs her animals on a leash for real
23347,3,1,2,0,1,Why do people use the eggplant Emoji in reference to a dick If your dick is purple with a green top see a doctor bruh
23348,3,3,0,0,0,Why do so many filthy wetback halfbreed spic savages live in LosAngeles None of them have any right at all to be here
23349,3,0,3,0,1,Why do some girls feel the need to be bitches for no reason at all
23350,3,0,3,0,1,Why do some scandalous niggas and hoes hate on a happy relationship Just let them be happy together fuck
23351,3,0,3,0,1,Why do theteabaggers like this bald asshole complain about how long a bill is Should we just draw you morons pictures morningjoe
23352,3,0,0,3,2,Why do visiting teams WHINE about right field as if it is longer for their batters Yankees YankeeStadium
23353,3,0,3,0,1,Why do you all bitches act so childish
23354,3,0,2,1,1,
23355,3,0,1,2,2,Why does MSNBC have a news show that is 100 opinion right wing talking points Joe the nation is with PBO not you teabaggers morningjoe
23356,3,0,3,0,1,Why does this bitch on the olympics have a giant band aid on that looks like MIA designed it for american apparel
23357,3,2,1,0,0,Why does this faggot in front of me have to get two dozen doughnuts right now get the fuck on
23358,3,0,3,0,1,Why do not you text your own mom dumb bitch
23359,3,0,3,0,1,Why everybody so hype to see these famous people naked you all hoes just alike they just got money
23360,3,0,3,0,1,Why everybody talking about Rihanna nudes like she super cold naked Just cuz she famous huh That hoe built like a bubble gum swirl
23361,3,0,3,0,1,Why give a bitch an inch when she rather have 9
23362,6,0,6,0,1,Why give a bitch you are heart when she would rather have a purse Why give a bitch an inch when she would rather have 9 These hoes are not loyal lilwayne
23363,3,0,3,0,1,Why he try say alexi stole Jo bitch lmao
23364,3,0,3,0,1,Why hella bitches act like they got everything they have on they own like no bitch you had some form of assistance
23365,3,0,3,0,1,Why is such a bitch I mean who gets mild salsa His father should be ashamed
23366,3,0,2,1,1,
23367,3,0,0,3,2,Why is all these artist and new ones making so much trash
23368,3,0,3,0,1,Why is it always the fat bitches talking shit
23369,3,0,3,0,1,Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with 2 teeth
23370,3,0,0,3,2,Why is my mother bothering me about the trash It is my day off leave me alone and stop nagging
23371,3,0,3,0,1,Why is my phone being a fucking bitch
23372,3,1,2,0,1,Why is that most of the niggasbitches I use to fw like to sub me
23373,3,0,3,0,1,Why is this bitch throwing condoms Lmao
23374,3,0,3,0,1,Why is not Rogers in the game What a pussy No heart Not tough Where is the out cry Oh he is really hurt No excuse Cutlers tougher
23375,3,0,3,0,1,Why niccas be hating though lol Let me live homie
23376,3,0,0,3,2,Why no boycott of racist redskins Redskins ChangeTheName ChangeTheMascot
23377,3,0,3,0,1,Why tf are girls still virgins We only got 2 months to live bitch you better throw that ass back
23378,3,1,2,0,1,Why the fuck am I getting notifications about two cunts getting married on facebook I dini gie a fuck getlost
23379,3,0,3,0,1,Why the fuck are the throwing batting practice tonight Holy shit
23380,3,0,3,0,1,Why the fuck is this bitch calling me for
23381,3,0,3,0,1,Why the most Ratchet bitches be talkin shit You all got nothing better to do but talk shit pick up the liq and hop on a dick
23382,9,1,8,0,1,Why the wifey type girls single and the hoes being cuffed though
23383,3,0,3,0,1,Why these bitches be gettin instagrams just to post pictures of other bitches i do not get it
23384,3,1,2,0,1,Why these hoes always tryna be Bitches Do not they know that hoes cannot be bitches because they hoes
23385,3,0,3,0,1,Why these thirsty bitches trying to hit me up slide out of my kik lmfaoo
